"Dyad"	"Subject"	"Condition"	"Need"	"Side"	"Gender"	"Time"	"Change"	"helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	1	-0.0171866666666667	"not-helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	2	0.00647799999999998	"not-helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	3	0.0207676666666666	"not-helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	4	0.0448148333333333	"not-helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	5	0.032922	"not-helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	6	0.0316071666666667	"not-helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	7	0.0366651666666667	"not-helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	8	-0.0194826666666666	"not-helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	9	-0.0304005000000001	"not-helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	10	-0.0344666666666666	"not-helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	11	-0.00176166666666672	"not-helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	12	0.00841916666666664	"not-helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	13	0.0186	"not-helped"
"12"	"242725"	"con"	"non-needy"	"left"	"female"	14	0.032095	"not-helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	1	-0.0182120833333333	"helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	2	-0.0192829166666666	"helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	3	-0.0244341666666666	"helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	4	0.000854166666666656	"helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	5	0.0185908333333333	"helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	6	0.00709041666666671	"helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	7	0.00120983333333335	"helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	8	-0.00854099999999997	"helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	9	-0.0128051666666666	"helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	10	-0.0157016666666667	"helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	11	-0.016105606060606	"helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	12	0.00273916666666668	"helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	13	0.0230398484848485	"helped"
"12"	"252047"	"con"	"needy"	"right"	"female"	14	0.0218416666666667	"helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	1	-0.0418208333333334	"not-helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	2	-0.0525183333333334	"not-helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	3	-0.0606983333333333	"not-helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	4	-0.0351725	"not-helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	5	-0.00964666666666666	"not-helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	6	-0.0063	"not-helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	7	-0.0335675	"not-helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	8	-0.04320875	"not-helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	9	-0.0368525	"not-helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	10	-0.032355	"not-helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	11	-0.0155500000000001	"not-helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	12	-0.022905	"not-helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	13	-0.0282883333333333	"not-helped"
"13"	"243899"	"inc"	"needy"	"right"	"male"	14	-0.0281233333333333	"not-helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	1	-0.037726	"helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	2	-0.043512	"helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	3	-0.0469446666666667	"helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	4	-0.0327	"helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	5	-0.030155	"helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	6	-0.0357129166666667	"helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	7	-0.0373175	"helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	8	-0.0357066666666667	"helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	9	-0.0243325	"helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	10	-0.029555	"helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	11	-0.027345	"helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	12	-0.04929	"helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	13	-0.0554433333333333	"helped"
"13"	"246103"	"inc"	"non-needy"	"left"	"male"	14	-0.0501816666666667	"helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	1	0.0175415	"not-helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	2	0.0189936666666667	"not-helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	3	0.0271460833333333	"not-helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	4	0.034102875	"not-helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	5	0.0410596666666667	"not-helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	6	0.03783875	"not-helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	7	0.038395	"not-helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	8	0.0334425	"not-helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	9	0.0284383333333333	"not-helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	10	0.01014	"not-helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	11	-0.00152458333333327	"not-helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	12	-0.0131425	"not-helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	13	-0.03569125	"not-helped"
"14"	"248498"	"con"	"non-needy"	"left"	"male"	14	0.000645000000000007	"not-helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	1	-0.00638258333333334	"helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	2	-0.0156837916666667	"helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	3	-0.024985	"helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	4	-0.0104725	"helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	5	0.0129775	"helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	6	0.0223825	"helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	7	0.0191025	"helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	8	0.0394995	"helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	9	0.0249305	"helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	10	-0.00361475	"helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	11	-0.015415	"helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	12	0.0129625	"helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	13	0.03472	"helped"
"14"	"243647"	"con"	"needy"	"right"	"male"	14	0.0615775	"helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	1	-0.00493174999999998	"not-helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	2	0.00244025	"not-helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	3	0.0125113333333333	"not-helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	4	-0.0103136666666667	"not-helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	5	-0.024062	"not-helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	6	-0.0250873333333333	"not-helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	7	-0.0216570833333334	"not-helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	8	-0.0195365	"not-helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	9	-0.0182780833333333	"not-helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	10	-0.00046583333333336	"not-helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	11	-0.00343833333333329	"not-helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	12	-0.0116091666666667	"not-helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	13	-0.02071	"not-helped"
"15"	"248504"	"inc"	"needy"	"right"	"female"	14	-0.0267125	"not-helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	1	NA	"helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	2	NA	"helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	3	NA	"helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	4	NA	"helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	5	NA	"helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	6	NA	"helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	7	NA	"helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	8	NA	"helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	9	NA	"helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	10	NA	"helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	11	NA	"helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	12	NA	"helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	13	NA	"helped"
"15"	"251333"	"inc"	"non-needy"	"left"	"female"	14	NA	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	1	0.0270516666666667	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	2	0.0158720833333333	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	3	0.00168916666666669	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	4	0.0164383333333333	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	5	0.0313983333333334	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	6	0.0288575	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	7	0.0321183333333334	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	8	0.000966666666666671	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	9	0.00283416666666669	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	10	0.00421750000000004	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	11	0.00408500000000001	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	12	0.0129558333333333	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	13	0.0260816666666667	"helped"
"16"	"251980"	"inc"	"non-needy"	"right"	"male"	14	0.00487333333333334	"helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	1	-0.00487000000000001	"not-helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	2	-0.00978999999999999	"not-helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	3	-0.00406166666666666	"not-helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	4	-0.000682499999999975	"not-helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	5	0.00269666666666668	"not-helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	6	-0.0122583333333333	"not-helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	7	-0.02126	"not-helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	8	-0.0182666666666667	"not-helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	9	-0.012325	"not-helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	10	0.00794666666666671	"not-helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	11	-0.00246249999999998	"not-helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	12	-0.00923666666666667	"not-helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	13	-0.0143716666666667	"not-helped"
"16"	"245065"	"inc"	"needy"	"left"	"male"	14	-0.015505	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	1	-0.00755333333333333	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	2	-0.0147766666666667	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	3	0.000509999999999983	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	4	-0.000117499999999993	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	5	0.010835	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	6	0.0155641666666667	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	7	0.00655500000000001	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	8	-0.00601333333333334	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	9	0.00311750000000002	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	10	0.0104033333333333	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	11	0.01905	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	12	0.00800499999999996	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	13	-0.01428	"not-helped"
"17"	"252129"	"con"	"non-needy"	"right"	"male"	14	-0.0120166666666666	"not-helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	1	0.010335	"helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	2	0.0289466666666667	"helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	3	0.04922	"helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	4	0.0316766666666667	"helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	5	0.00776000000000002	"helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	6	0.00650166666666668	"helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	7	0.00302000000000002	"helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	8	0.0494316666666667	"helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	9	0.0536366666666667	"helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	10	0.0440225	"helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	11	0.032015	"helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	12	0.0174633333333334	"helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	13	0.00693250000000001	"helped"
"17"	"254893"	"con"	"needy"	"left"	"male"	14	0.043495	"helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	1	0.00320916666666668	"not-helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	2	0.000835833333333341	"not-helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	3	-0.00320000000000001	"not-helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	4	-0.00728166666666666	"not-helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	5	-0.0151333333333333	"not-helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	6	-0.00397916666666664	"not-helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	7	0.00318166666666667	"not-helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	8	-0.00352333333333332	"not-helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	9	-0.00478833333333331	"not-helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	10	-0.00701166666666667	"not-helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	11	0.00404166666666667	"not-helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	12	0.00661	"not-helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	13	0.0122316666666667	"not-helped"
"19"	"243412"	"con"	"non-needy"	"right"	"female"	14	-0.00116333333333335	"not-helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	1	0.039845	"helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	2	0.02602	"helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	3	0.0257783333333333	"helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	4	-0.0279725	"helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	5	-0.029645	"helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	6	-0.02458875	"helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	7	-0.0257958333333334	"helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	8	0.0128716666666667	"helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	9	0.00921916666666661	"helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	10	0.00246416666666666	"helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	11	0.00325333333333333	"helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	12	-0.01724	"helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	13	-0.00299666666666665	"helped"
"19"	"251118"	"con"	"needy"	"left"	"female"	14	0.00129500000000005	"helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	1	0.0121733333333333	"not-helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	2	0.01168	"not-helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	3	0.0192266666666667	"not-helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	4	0.0124553703703704	"not-helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	5	0.00288074074074074	"not-helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	6	-0.0285088888888889	"not-helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	7	-0.0123585185185185	"not-helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	8	-0.00686731481481481	"not-helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	9	-0.00375777777777778	"not-helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	10	0.0158292592592592	"not-helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	11	0.0107721296296296	"not-helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	12	0.0203441666666667	"not-helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	13	0.0121083333333333	"not-helped"
"20"	"251116"	"inc"	"needy"	"left"	"female"	14	-0.00854833333333332	"not-helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	1	-0.000986666666666691	"helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	2	0.0137283333333333	"helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	3	0.0173208333333333	"helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	4	0.0208158333333333	"helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	5	0.0258183333333333	"helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	6	0.00479354166666668	"helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	7	-0.01689625	"helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	8	-0.0104329166666667	"helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	9	-0.00547145833333332	"helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	10	0.01760125	"helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	11	0.01658	"helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	12	0.01979625	"helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	13	0.0117591666666666	"helped"
"20"	"245328"	"inc"	"non-needy"	"right"	"female"	14	0.0132283333333333	"helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	1	-0.02116	"not-helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	2	-0.0520583333333333	"not-helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	3	-0.0592608333333333	"not-helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	4	-0.0449258333333334	"not-helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	5	-0.0258883333333333	"not-helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	6	-0.02407	"not-helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	7	-0.0222516666666667	"not-helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	8	-0.0442508333333334	"not-helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	9	-0.0376566666666667	"not-helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	10	-0.0231308333333334	"not-helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	11	-0.02006	"not-helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	12	-0.0113220833333333	"not-helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	13	0.00549916666666667	"not-helped"
"21"	"245072"	"inc"	"needy"	"left"	"female"	14	-0.0280666666666667	"not-helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	1	-0.0102620444444444	"helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	2	-0.00624155	"helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	3	-0.00103122222222223	"helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	4	-0.0247108333333333	"helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	5	-0.0139146111111111	"helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	6	-0.00814924999999998	"helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	7	0.00578144444444445	"helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	8	0.00681458333333333	"helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	9	0.00599855555555555	"helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	10	-0.00105675	"helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	11	-0.012560625	"helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	12	-0.00541766666666667	"helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	13	-0.0180491666666667	"helped"
"21"	"251018"	"inc"	"non-needy"	"right"	"female"	14	-0.0221416666666667	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	1	0.000668611111111106	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	2	-0.00203561111111111	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	3	-0.0120173333333333	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	4	-0.00333988888888892	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	5	0.00533755555555557	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	6	-0.000313333333333304	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	7	0.0183669444444445	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	8	0.0344105555555556	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	9	0.0380191666666667	"helped"
